AMD,AMD EPYC 7001 Series,7251,8C/16T,2.1 GHz,120 W,Naples
AMD,AMD EPYC 7001 Series,7261,8C/16T,2.5 GHz,155 W,Naples
AMD,AMD EPYC 7001 Series,7281,16C/32T,2.1 GHz,170 W,Naples
AMD,AMD EPYC 7001 Series,7301,16C/32T,2.2 GHz,170 W,Naples
AMD,AMD EPYC 7001 Series,7351,16C/32T,2.4 GHz,170 W,Naples
AMD,AMD EPYC 7001 Series,7351P,16C/32T,2.4 GHz,170 W,Naples
AMD,AMD EPYC 7001 Series,7371,16C/32T,3.1 GHz,200 W,Naples
AMD,AMD EPYC 7001 Series,7401,24C/48T,2.0 GHz,170 W,Naples
AMD,AMD EPYC 7001 Series,7401P,24C/48T,2.0 GHz,170 W,Naples
AMD,AMD EPYC 7001 Series,7451,24C/48T,2.3 GHz,180 W,Naples
AMD,AMD EPYC 7001 Series,7501,32C/64T,2.0 GHz,155/170 W,Naples
AMD,AMD EPYC 7001 Series,7551,32C/64T,2.0 GHz,180 W,Naples
AMD,AMD EPYC 7001 Series,7551P,32C/64T,2.0 GHz,180 W,Naples
AMD,AMD EPYC 7001 Series,7571,32C/64T,2.2 GHz,200 W,Naples
AMD,AMD EPYC 7001 Series,7601,32C/64T,2.2 GHz,180 W,Naples
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7232P,8C/16T,3.1 GHz,120 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7252,8C/16T,3.1 GHz,120 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7262,8C/16T,3.2 GHz,155 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7272,12C/24T,2.9 GHz,120 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7282,16C/32T,2.8 GHz,120 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7302,16C/32T,3.0 GHz,155 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7302P,16C/32T,3.0 GHz,155 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7352,24C/48T,2.3 GHz,155 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7402,24C/48T,2.8 GHz,180 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7402P,24C/48T,2.8 GHz,180 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7452,32C/64T,2.35 GHz,155 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7502,32C/64T,2.5 GHz,180 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7502P,32C/64T,2.5 GHz,180 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7542,32C/64T,2.9 GHz,225 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7552,48C/96T,2.2 GHz,200 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7642,48C/96T,2.3 GHz,225 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7662,64C/128T,2.0 GHz,225 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7702,64C/128T,2.0 GHz,200 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7702P,64C/128T,2.0 GHz,200 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7742,64C/128T,2.25 GHz,225 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7F32,8C/16T,3.7 GHz,180 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7F52,16C/32T,3.5 GHz,240 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7F72,24C/48T,3.2 GHz,240 W,Rome
AMD,AMD EPYC 7002/7Fx2/7Hx2 Series,7H12,64C/128T,2.6 GHz,280 W,Rome
AMD,AMD EPYC 7003/7003X Series,7203,8C/16T,2.8 GHz,120 W,Milan
AMD,AMD EPYC 7003/7003X Series,7203P,8C/16T,2.8 GHz,120 W,Milan
AMD,AMD EPYC 7003/7003X Series,72F3,8C/16T,3.7 GHz,180 W,Milan
AMD,AMD EPYC 7003/7003X Series,7243,16C/32T,2.2 GHz,120 W,Milan
AMD,AMD EPYC 7003/7003X Series,7263,16C/32T,2.4 GHz,155 W,Milan
AMD,AMD EPYC 7003/7003X Series,7273,16C/32T,2.65 GHz,225 W,Milan
AMD,AMD EPYC 7003/7003X Series,7283,16C/32T,2.7 GHz,155 W,Milan
AMD,AMD EPYC 7003/7003X Series,73F3,16C/32T,3.5 GHz,240 W,Milan
AMD,AMD EPYC 7003/7003X Series,7303,16C/32T,2.4 GHz,155 W,Milan
AMD,AMD EPYC 7003/7003X Series,7303P,16C/32T,2.4 GHz,155 W,Milan
AMD,AMD EPYC 7003/7003X Series,7313,16C/32T,3.0 GHz,155 W,Milan
AMD,AMD EPYC 7003/7003X Series,7313P,16C/32T,3.0 GHz,155 W,Milan
AMD,AMD EPYC 7003/7003X Series,7343,16C/32T,3.2 GHz,190 W,Milan
AMD,AMD EPYC 7003/7003X Series,7343P,16C/32T,3.2 GHz,190 W,Milan
AMD,AMD EPYC 7003/7003X Series,74F3,24C/48T,3.2 GHz,240 W,Milan
AMD,AMD EPYC 7003/7003X Series,7413,24C/48T,2.65 GHz,180 W,Milan
AMD,AMD EPYC 7003/7003X Series,7443,24C/48T,2.85 GHz,200 W,Milan
AMD,AMD EPYC 7003/7003X Series,7443P,24C/48T,2.85 GHz,200 W,Milan
AMD,AMD EPYC 7003/7003X Series,7453,28C/56T,2.75 GHz,225 W,Milan
AMD,AMD EPYC 7003/7003X Series,75F3,32C/64T,2.95 GHz,280 W,Milan
AMD,AMD EPYC 7003/7003X Series,7513,32C/64T,2.6 GHz,200 W,Milan
AMD,AMD EPYC 7003/7003X Series,7543,32C/64T,2.8 GHz,225 W,Milan
AMD,AMD EPYC 7003/7003X Series,7543P,32C/64T,2.8 GHz,225 W,Milan
AMD,AMD EPYC 7003/7003X Series,7573X,32C/64T,2.8 GHz,280 W,Milan
AMD,AMD EPYC 7003/7003X Series,7643,48C/96T,2.3 GHz,225 W,Milan
AMD,AMD EPYC 7003/7003X Series,7643P,48C/96T,2.3 GHz,225 W,Milan
AMD,AMD EPYC 7003/7003X Series,7663,56C/112T,2.0 GHz,240 W,Milan
AMD,AMD EPYC 7003/7003X Series,7663P,56C/112T,2.0 GHz,240 W,Milan
